TP_FUNDO,CNPJ_FUNDO,DENOM_SOCIAL,DT_REG,DT_CONST,CD_CVM,DT_CANCEL,SIT,DT_INI_SIT,DT_INI_ATIV,DT_INI_EXERC,DT_FIM_EXERC,CLASSE,DT_INI_CLASSE,RENTAB_FUNDO,CONDOM,FUNDO_COTAS,FUNDO_EXCLUSIVO,TRIB_LPRAZO,PUBLICO_ALVO,ENTID_INVEST,TAXA_PERFM,INF_TAXA_PERFM,TAXA_ADM,INF_TAXA_ADM,VL_PATRIM_LIQ,DT_PATRIM_LIQ,DIRETOR,CNPJ_ADMIN,ADMIN,PF_PJ_GESTOR,CPF_CNPJ_GESTOR,GESTOR,CNPJ_AUDITOR,AUDITOR,CNPJ_CUSTODIANTE,CUSTODIANTE,CNPJ_CONTROLADOR,CONTROLADOR,INVEST_CEMPR_EXTER,CLASSE_ANBIMA
FI,12321753000188,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA I RENDA FIXA CRÉDITO PRIVADO,2010-12-20,2010-07-07,153583,2015-12-23,CANCELADA,2015-12-23,2010-12-20,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2015-12-23,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321768000146,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA II RENDA FIXA CRÉDITO PRIVADO,2011-01-14,2010-07-07,154997,2015-12-30,CANCELADA,2015-12-30,2011-01-17,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2015-12-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321777000137,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA VII RENDA FIXA CRÉDITO PRIVADO,2011-04-15,2010-07-07,159336,2016-04-25,CANCELADA,2016-04-25,2011-04-15,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2016-04-27,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321787000172,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA VI RENDA FIXA CRÉDITO PRIVADO,2011-02-04,2010-07-07,156043,2015-12-17,CANCELADA,2015-12-17,2011-02-04,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2015-12-23,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321788000117,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA V RENDA FIXA CRÉDITO PRIVADO,2011-01-21,2010-07-07,155349,2015-12-30,CANCELADA,2015-12-30,2011-01-21,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2015-12-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321795000119,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA III RENDA FIXA CRÉDITO PRIVADO,2011-01-14,2010-07-07,155012,2015-12-30,CANCELADA,2015-12-30,2011-01-17,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2015-12-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321805000116,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA METRÔ RIO 114 CAMBIAL LONGO PRAZO,2011-06-30,2010-07-07,163856,2021-02-23,CANCELADA,2021-02-23,2011-06-30,2021-01-01,2021-12-31,Cambial,2010-07-07,Dólar comercial,Aberto,S,S,S,null,null,0,null,0.15,null,0,2021-03-01,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321820000164,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA VIII RENDA FIXA CRÉDITO PRIVADO,2011-04-15,2010-07-07,159344,2016-04-26,CANCELADA,2016-04-26,2011-04-15,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2016-04-28,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321826000131,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA IX RENDA FIXA CRÉDITO PRIVADO,2011-05-09,2010-07-07,160512,2016-05-19,CANCELADA,2016-05-19,2011-05-09,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2016-05-25,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321845000168,FUNDO DE INVESTIMENTO CAIXA PBH REFERENCIADO DI,2011-03-14,2010-07-07,157520,2016-05-31,CANCELADA,2016-05-31,2011-03-14,2021-01-01,2021-12-31,Referenciado,2010-07-07,DI de um dia,Aberto,N,N,null,null,null,null,null,null,"0,15",0,2016-06-10,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321859000181,FUNDO DE INVESTIMENTO CAIXA BRASIL IPCA IV RENDA FIXA CRÉDITO PRIVADO,2011-01-21,2010-07-07,155330,2015-12-30,CANCELADA,2015-12-30,2011-01-21,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,Índice de Preços ao Consumidor Amplo (IPCA/IBGE),Aberto,N,N,null,null,null,null,null,null,"0,2",0,2015-12-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12321871000196,FUNDO DE INVESTIMENTO CAIXA SIMPAR MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO,2010-11-30,2010-07-07,151939,2021-10-15,CANCELADA,2021-10-15,2010-11-30,2021-01-01,2021-12-31,Multimercado,2011-02-09,null,Aberto,N,N,S,Profissional,null,0,null,0.05,null,0,2021-10-15,LAIZA FABIOLA MARTINS DE SANTA ROSA,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,PJ,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,00.360.305/0001-04,CAIXA ECONOMICA FEDERAL,N,null
FI,12321999000150,FUNDO DE INVESTIMENTO CAIXA FETJ RENDA FIXA,2011-06-22,2010-07-07,163325,2013-06-26,CANCELADA,2013-06-26,2011-06-22,2021-01-01,2021-12-31,Renda Fixa,2010-07-07,null,Aberto,N,S,null,null,null,null,null,null,"0,15",0,2013-07-03,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12323930000165,BB EXTRAMERCADO EXCLUSIVO 32 FUNDO DE INVESTIMENTO RENDA FIXA,2010-08-10,2010-07-30,145637,2012-02-22,CANCELADA,2012-02-22,2010-08-12,2021-01-01,2021-12-31,Renda Fixa,2010-07-30,DI de um dia,Aberto,N,N,N,null,null,null,null,null,"0,17",498657693.07,2012-02-22,AGUINALDO BARBIERI,30.822.936/0001-69,BB GESTAO DE RECURSOS DTVM S.A,PJ,30.822.936/0001-69,BB GESTAO DE RECURSOS DTVM S.A,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,30.822.936/0001-69,BB GESTAO DE RECURSOS DTVM S.A,30.822.936/0001-69,BB GESTAO DE RECURSOS DTVM S.A,N,null
FI,12330846000179,LHOTSE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2010-08-09,2010-08-03,145602,2023-11-30,CANCELADA,2023-11-30,2011-02-10,2023-01-01,2023-12-31,Multimercado,2018-09-12,DI de um dia,Fechado,N,N,S,Profissional,null,0,null,0.2,null,0,2023-11-30,LUIZ ÁLVARO DE PAIVA FERREIRA,12.063.256/0001-27,MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PJ,29.263.481/0001-00,MRB CAPITAL GESTORA DE RECURSOS LTDA.,10.830.108/0001-65,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,03.751.794/0001-13,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,03.751.794/0001-13,TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,N,Multimercados Juros e Moedas
FI,12333616000163,ATLANTA EQUITY FUNDO DE INVESTIMENTO EM ACOES,2010-09-07,2010-08-16,146994,2010-10-19,CANCELADA,2010-10-19,2010-09-09,2021-09-01,2022-08-31,Ações,2010-08-16,Ibovespa,Aberto,N,N,null,null,null,null,null,null,"0,15% (quinze centésimos por cento) ao ano sobre o valor do patrimônio líquido do FUNDO, adicionado do valor fixo de R$ 5.000,00 (cinco mil reais) por mês (""Taxa de Administração"")",0,2011-06-10,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12344517000187,LD FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2010-08-10,2010-08-02,145688,2024-01-23,CANCELADA,2024-01-23,2010-08-13,2024-01-01,2024-12-31,Multimercado,2010-08-02,DI de um dia,Fechado,N,N,S,Profissional,null,null,null,null,"0,15",48.39,2024-01-19,ERICK WARNER DE CARVALHO,62.232.889/0001-90,BANCO DAYCOVAL S.A.,PJ,72.027.832/0001-02,DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA,16.549.480/0001-84,RSM BRASIL AUDITORES INDEPENDENTES LTDA.,62.232.889/0001-90,BANCO DAYCOVAL S.A.,62.232.889/0001-90,BANCO DAYCOVAL S.A.,S,Multimercados Invest. no Exterior
FI,12356265000106,GERAÇÃO FUTURO L.PAR FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES EXCLUSIVO,2010-08-11,2010-07-27,145700,2015-10-19,CANCELADA,2015-10-19,2011-05-25,2021-01-01,2021-12-31,Ações,2010-07-27,Ibovespa,Aberto,S,N,null,null,null,20,A performance será cobrada a uma taxa equivalente a 20% sobre a diferença positiva entre a variação do FUNDO e a variação do IBOVESPA.,null,"2,0",0.01,2015-10-28,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12380958000134,SOLIS DIVIDENDOS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,2011-06-07,2011-06-06,162302,2017-12-28,CANCELADA,2017-12-28,2011-06-24,2021-07-01,2022-06-30,Ações,2011-12-12,Não se aplica,Aberto,S,N,null,null,null,5,O fundo cobrara 5.00 % do que exceder 100.00 % o indice IDIV. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho,1.7,null,14624666.86,2017-12-28,ALLAN HADID,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,PJ,17.254.708/0001-71,SOLIS INVESTIMENTOS LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,30.306.294/0001-45,BANCO BTG PACTUAL S/A,59.281.253/0001-23,BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM,N,null
FI,12382118000100,PÉTREO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM AÇÕES,2011-06-07,2011-06-06,162299,2012-06-29,CANCELADA,2012-06-29,2011-06-24,2021-07-01,2022-06-30,Ações,2011-12-12,Ibovespa,Aberto,S,N,null,null,null,20,null,2.9,null,9177178.89,2012-07-20,LUIS LOCASPI,11.758.741/0001-52,BANCO FINAXIS S.A.,PJ,06.350.042/0001-39,PETRA ASSET GESTÃO DE INVESTIMENTOS LTDA,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,11.758.741/0001-52,BANCO FINAXIS S.A.,03.317.692/0001-94,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,N,null
FI,12385897000106,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RED P,2010-10-28,2010-10-27,149985,2017-12-20,CANCELADA,2017-12-20,2011-02-03,2021-01-01,2021-12-31,Multimercado,2010-10-27,OUTROS,Fechado,N,N,S,null,null,0,null,2,null,414800289.77,2018-06-26,null,null,null,null,null,null,null,null,null,null,null,null,N,FIDC Outros
FI,12412295000192,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA VETOR IV J,2011-04-06,2011-04-06,158844,2012-08-22,CANCELADA,2012-08-22,2011-04-11,2021-03-01,2022-02-28,Renda Fixa,2011-04-06,OUTROS,Aberto,N,S,null,null,null,null,null,null,0,0,2012-08-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12412347000120,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA VETOR IV B III,2011-04-06,2011-04-06,158895,2012-08-22,CANCELADA,2012-08-22,2011-04-11,2021-03-01,2022-02-28,Renda Fixa,2011-04-06,OUTROS,Aberto,N,S,null,null,null,null,null,null,"0,00",0,2012-08-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12412369000190,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA VETOR IV A II,2011-04-06,2011-04-06,158852,2012-08-22,CANCELADA,2012-08-22,2011-04-11,2021-03-01,2022-02-28,Renda Fixa,2011-04-06,OUTROS,Aberto,N,S,null,null,null,null,null,null,0,0,2012-08-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12412462000103,BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA VETOR IV B II,2011-04-06,2011-04-06,158879,2012-08-22,CANCELADA,2012-08-22,2011-04-11,2021-03-01,2022-02-28,Renda Fixa,2011-04-06,OUTROS,Aberto,N,S,null,null,null,null,null,null,0,0,2012-08-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12412479000152,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LINX,2011-04-13,2011-04-13,159190,2022-05-20,CANCELADA,2022-05-20,2011-04-18,2022-04-01,2023-03-31,Renda Fixa,2011-04-13,OUTROS,Aberto,S,N,S,Público Geral,null,0,null,1.4,null,0,2022-05-30,ANDRE BERNARDINO DA CRUZ FILHO,60.746.948/0001-12,BANCO BRADESCO S.A.,PJ,62.375.134/0001-44,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,12412504000106,FUNDO DE INVESTIMENTO MULTIMERCADO TITÂNIO ALM,2011-05-16,2011-05-16,160989,2019-08-01,CANCELADA,2019-08-01,2011-06-01,2021-05-01,2022-04-30,Multimercado,2011-05-16,DI de um dia,Aberto,N,S,S,null,null,0,null,0,null,0,2019-08-09,ROBERTA ANCHIETA DA SILVA,60.701.190/0001-04,ITAU UNIBANCO S.A.,PJ,60.701.190/0001-04,ITAU UNIBANCO S.A.,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,12412740000114,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL/VGBL - V15/19,2011-05-30,2011-05-30,161772,2023-01-24,CANCELADA,2023-01-24,2012-05-10,2022-05-01,2023-04-30,Multimercado,2011-05-30,OUTROS,Aberto,S,S,null,Profissional,null,0,null,1.9,null,0,2023-01-30,ANDRE BERNARDINO DA CRUZ FILHO,60.746.948/0001-12,BANCO BRADESCO S.A.,PJ,51.990.695/0001-37,BRADESCO VIDA E PREVIDÊNCIA S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,12412740000114,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL/VGBL - V15/19,2011-05-30,2011-05-30,161772,2023-01-24,CANCELADA,2023-01-24,2012-05-10,2022-05-01,2023-04-30,Multimercado,2011-05-30,OUTROS,Aberto,S,S,null,Profissional,null,0,null,1.9,null,0,2023-01-30,ANDRE BERNARDINO DA CRUZ FILHO,60.746.948/0001-12,BANCO BRADESCO S.A.,PJ,62.375.134/0001-44,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,12412757000171,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL/VGBL - V15/24,2011-05-30,2011-05-30,161780,2023-03-30,CANCELADA,2023-03-30,2012-06-14,2022-05-01,2023-04-30,Multimercado,2011-05-30,OUTROS,Aberto,S,S,null,Profissional,null,0,null,2,null,0,2023-04-04,ANDRE BERNARDINO DA CRUZ FILHO,60.746.948/0001-12,BANCO BRADESCO S.A.,PJ,51.990.695/0001-37,BRADESCO VIDA E PREVIDÊNCIA S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,12412757000171,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL/VGBL - V15/24,2011-05-30,2011-05-30,161780,2023-03-30,CANCELADA,2023-03-30,2012-06-14,2022-05-01,2023-04-30,Multimercado,2011-05-30,OUTROS,Aberto,S,S,null,Profissional,null,0,null,2,null,0,2023-04-04,ANDRE BERNARDINO DA CRUZ FILHO,60.746.948/0001-12,BANCO BRADESCO S.A.,PJ,62.375.134/0001-44,BRAM - BRADESCO ASSET MANAGEMENT S.A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,12412811000189,BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO PGBL/VGBL - V30/24,2011-05-30,2011-05-30,161764,2017-08-10,CANCELADA,2017-08-10,2012-07-31,2021-05-01,2022-04-30,Multimercado,2011-05-30,OUTROS,Aberto,S,S,null,null,null,0,null,2.4,null,0,2017-08-23,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12420068000109,BRADESCO FUNDO DE INVESTIMENTO EM AÇÕES SAFE IBRX-50,2011-02-28,2011-02-28,156981,2020-02-26,CANCELADA,2020-02-26,2011-03-01,2021-02-01,2022-01-31,Ações,2011-02-28,IBrX-50,Aberto,N,S,null,null,null,0,null,0.34,null,0,2020-03-10,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12420116000169,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO MFHP,2011-03-11,2011-03-11,157457,2016-12-02,CANCELADA,2016-12-02,2011-06-01,2021-03-01,2022-02-28,Multimercado,2011-03-11,OUTROS,Aberto,S,S,null,null,null,null,null,null,"0,60",0,2016-12-14,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12430141000123,YORK LION FUNDO DE INVESTIMENTO MULTIMERCADO,2010-09-20,2010-09-20,147745,2016-05-04,CANCELADA,2016-05-04,2011-01-04,2021-04-01,2022-03-31,Multimercado,2010-09-20,null,Aberto,N,N,S,null,null,20,null,2,null,0,2016-05-04,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12430167000171,PERFIN EQUITY HEDGE 15 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2010-09-29,2010-09-29,148431,2020-04-15,CANCELADA,2020-04-15,2010-10-11,2021-10-01,2022-09-30,Multimercado,2010-09-29,DI de um dia,Aberto,S,N,N,null,null,0,null,1.35,null,193678187.02,2020-04-14,ANDRE BERNARDINO DA CRUZ FILHO,00.066.670/0001-00,BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,PJ,04.232.804/0001-77,PERFIN INFRA ADMINISTRAÇÃO DE RECURSOS,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,60.746.948/0001-12,BANCO BRADESCO S.A.,60.746.948/0001-12,BANCO BRADESCO S.A.,N,null
FI,12430176000162,CSHG MARUPIARA 2 FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2010-09-23,2010-09-23,148016,2015-10-19,CANCELADA,2015-10-19,2010-09-23,2021-04-01,2022-03-31,Multimercado,2010-09-23,DI de um dia,Fechado,N,N,S,null,null,null,null,null,"Mínimo de 50.000,00 aa - 0,4% de R$ 5MM a R$ 10MM 0,3% de R$ 10MM a R$ 30MM 0,2% de R$ 30MM a R$ 50MM 0,15% de R$ 50MM a R$ 100MM  0,1% acima de R$ 100MM",0,2015-11-06,AECTO ANTONIO DE CAMPOS PINTO,61.809.182/0001-30,UBS (BRASIL) CORRETORA DE VALORES S.A,PJ,68.328.632/0001-12,CREDIT SUISSE HEDGING-GRIFFO WEALTH MANAGEMENT S.A.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,S,null
FI,12430186000106,FUNDO DE INVESTIMENTO DE AÇÕES DOMINUS,2010-09-27,2010-09-27,148229,2013-05-08,CANCELADA,2013-05-08,2010-09-28,2021-04-01,2022-03-31,Ações,2010-09-27,null,Aberto,N,N,null,null,null,10,null,null,"1,5",0,2013-05-09,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12430212000198,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO BAÍA AZUL - INVESTIMENTO NO EXTERIOR,2010-09-22,2010-09-22,147990,2010-12-21,CANCELADA,2010-12-21,2010-09-24,null,null,Multimercado,2010-09-22,null,Aberto,N,N,S,null,null,null,null,null,null,0,2010-12-17,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,12430241000150,FUNDO DE INVESTIMENTO MULTIMERCADO ACBRA CRÉDITO PRIVADO,2010-10-25,2010-10-25,149659,2012-09-20,CANCELADA,2012-09-20,2010-10-25,2021-10-01,2022-09-30,Multimercado,2010-10-25,OUTROS,Aberto,N,N,N,null,null,null,null,null,"0,36",0,2012-09-27,MARCELO VIEIRA FRANCISCO,62.318.407/0001-19,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A,PJ,03.356.267/0001-04,GPS PLANEJAMENTO FINANCEIRO LTDA,57.755.217/0001-29,KPMG AUDITORES INDEPENDENTES LTDA.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,90.400.888/0001-42,BANCO SANTANDER (BRASIL) S.A.,N,null
FI,12430397000130,BES MULTIGESTOR MODERADO FIC FIM CRÉDITO PRIVADO,2010-09-30,2010-08-17,148580,2014-05-30,CANCELADA,2014-05-30,2010-09-30,2021-10-01,2022-09-30,Multimercado,2010-08-17,DI de um dia,Aberto,S,N,S,null,null,20,null,0.9,null,0,2014-06-06,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12435022000163,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LMV,2010-09-14,2010-09-14,147443,2012-10-31,CANCELADA,2012-10-31,2011-05-17,2021-10-01,2022-09-30,Multimercado,2011-05-17,null,Aberto,N,N,S,null,null,null,null,null,"0,25",0,2012-11-06,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12435089000106,FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RIO GRANDE,2010-09-27,2010-09-27,148237,2011-10-24,CANCELADA,2011-10-24,2010-09-27,2021-04-01,2022-03-31,Multimercado,2010-09-27,null,Aberto,N,N,S,null,null,null,null,null,null,0,2011-10-21,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12435132000125,FUNDO DE INVESTIMENTO EM QUOTAS DE FI MULTIMERCADO CRÉDITO PRIVADO BRAZILIAN ACCESS III,2010-09-16,2010-09-16,147567,2011-08-31,CANCELADA,2011-08-31,2010-09-16,2021-04-01,2022-03-31,Multimercado,2010-09-16,null,Aberto,S,N,S,null,null,null,null,null,null,0,2011-08-30,null,null,null,null,null,null,null,null,null,null,null,null,N,null
FI,12435148000138,FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO CASSIANO - INVESTIMENTO NO EXTERIOR,2010-10-01,2010-10-01,148628,2013-10-08,CANCELADA,2013-10-08,2010-10-05,2021-10-01,2022-09-30,Multimercado,2010-10-01,null,Aberto,S,N,S,null,null,null,null,null,"0,15",0,2013-10-09,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,12435161000197,FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO SAGARANA,2010-10-04,2010-10-04,148768,2016-02-23,CANCELADA,2016-02-23,2010-10-04,2021-10-01,2022-09-30,Multimercado,2010-10-04,DI de um dia,Fechado,S,N,S,null,null,null,null,null,"0,25",17884336.85,2016-02-19,ROBERTA ANCHIETA DA SILVA,62.418.140/0001-31,INTRAG DTVM LTDA.,PJ,11.519.438/0001-05,UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.,61.562.112/0001-20,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,60.701.190/0001-04,ITAU UNIBANCO S.A.,60.701.190/0001-04,ITAU UNIBANCO S.A.,N,null
FI,12435171000122,FUNDO DE INVESTIMENTO MULTIMERCADO GOLIJOV AZUL CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,2010-10-04,2010-10-04,148776,2018-05-22,CANCELADA,2018-05-22,2010-10-04,2021-10-01,2022-09-30,Multimercado,2010-10-04,null,Aberto,N,N,S,null,null,0,null,0.2,null,0,2018-05-24,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,12435189000124,FIQ DE FI MULTIMERCADO CRÉDITO PRIVADO JACIARA - INVESTIMENTO NO EXTERIOR,2010-10-05,2010-10-05,148806,2015-03-23,CANCELADA,2015-03-23,2010-10-08,2021-10-01,2022-09-30,Multimercado,2010-10-05,null,Aberto,S,N,S,null,null,null,null,null,"0,5500",0,2015-03-23,null,null,null,null,null,null,null,null,null,null,null,null,S,null
FI,12435200000156,FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO CERVANTES,2010-10-15,2010-10-15,149217,2015-03-23,CANCELADA,2015-03-23,2010-10-15,2021-10-01,2022-09-30,Multimercado,2010-10-15,null,Aberto,S,N,S,null,null,null,null,null,"0,70",0,2015-03-23,null,null,null,null,null,null,null,null,null,null,null,null,N,null
